genres,app_name,release_date,specs,price,early_access,sentiment,metascore,año,specs_encoded,genres_encoded,sentiment_code
Strategy,Expansion - Europa Universalis IV: Res Publica,2014-07-16, Steam Trading Cards,4.99,False,Mixed,79,2014,22,8,4.0
Strategy,Expansion - Europa Universalis IV: Res Publica,2014-07-16, Steam Workshop,4.99,False,Mixed,79,2014,24,8,4.0
Strategy,Expansion - Europa Universalis IV: Res Publica,2014-07-16, Steam Cloud,4.99,False,Mixed,79,2014,20,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16,Single player,9.99,False,Mixed,60,2014,32,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16, Multi player,9.99,False,Mixed,60,2014,13,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16, Steam Achievements,9.99,False,Mixed,60,2014,19,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16, Steam Trading Cards,9.99,False,Mixed,60,2014,22,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16, Partial Controller Support,9.99,False,Mixed,60,2014,16,8,4.0
Strategy,Magic 2015 - Duels of the Planeswalkers,2014-07-16, Stats,9.99,False,Mixed,60,2014,18,8,4.0
Strategy,Rulers of Nations,2014-07-16,Single player,19.99,False,Mixed,63,2014,32,8,4.0
Strategy,Rulers of Nations,2014-07-16, Multi player,19.99,False,Mixed,63,2014,13,8,4.0
Adventure,The Cameron Files: The Secret at Loch Ness,2001-11-01,Single player,2.99,False,Mixed,66,2001,32,1,4.0
Casual,The Cameron Files: The Secret at Loch Ness,2001-11-01,Single player,2.99,False,Mixed,66,2001,32,2,4.0
Indie,Sokobond,2014-07-21,Single player,9.99,False,Very Positive,82,2014,32,3,7.0
Indie,Sokobond,2014-07-21, Steam Achievements,9.99,False,Very Positive,82,2014,19,3,7.0
Indie,Sokobond,2014-07-21, Full controller support,9.99,False,Very Positive,82,2014,5,3,7.0
Action,Freedom Planet,2014-07-21,Single player,14.99,False,Overwhelmingly Positive,83,2014,32,0,8.0
Action,Freedom Planet,2014-07-21, Steam Achievements,14.99,False,Overwhelmingly Positive,83,2014,19,0,8.0
Action,Freedom Planet,2014-07-21, Full controller support,14.99,False,Overwhelmingly Positive,83,2014,5,0,8.0
Action,Freedom Planet,2014-07-21, Steam Trading Cards,14.99,False,Overwhelmingly Positive,83,2014,22,0,8.0
Action,Freedom Planet,2014-07-21, Steam Cloud,14.99,False,Overwhelmingly Positive,83,2014,20,0,8.0
Action,Freedom Planet,2014-07-21, Steam Leaderboards,14.99,False,Overwhelmingly Positive,83,2014,21,0,8.0
Indie,Freedom Planet,2014-07-21,Single player,14.99,False,Overwhelmingly Positive,83,2014,32,3,8.0
Indie,Freedom Planet,2014-07-21, Steam Achievements,14.99,False,Overwhelmingly Positive,83,2014,19,3,8.0
Indie,Freedom Planet,2014-07-21, Full controller support,14.99,False,Overwhelmingly Positive,83,2014,5,3,8.0
Indie,Freedom Planet,2014-07-21, Steam Trading Cards,14.99,False,Overwhelmingly Positive,83,2014,22,3,8.0
Indie,Freedom Planet,2014-07-21, Steam Cloud,14.99,False,Overwhelmingly Positive,83,2014,20,3,8.0
Indie,Freedom Planet,2014-07-21, Steam Leaderboards,14.99,False,Overwhelmingly Positive,83,2014,21,3,8.0
Action,Vertical Drop Heroes HD,2014-07-25,Single player,6.99,False,Mostly Positive,70,2014,32,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Multi player,6.99,False,Mostly Positive,70,2014,13,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Co op,6.99,False,Mostly Positive,70,2014,1,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Shared/Split Screen,6.99,False,Mostly Positive,70,2014,17,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Steam Achievements,6.99,False,Mostly Positive,70,2014,19,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Partial Controller Support,6.99,False,Mostly Positive,70,2014,16,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Stats,6.99,False,Mostly Positive,70,2014,18,0,6.0
Action,Vertical Drop Heroes HD,2014-07-25, Steam Leaderboards,6.99,False,Mostly Positive,70,2014,21,0,6.0
Indie,Vertical Drop Heroes HD,2014-07-25,Single player,6.99,False,Mostly Positive,70,2014,32,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Multi player,6.99,False,Mostly Positive,70,2014,13,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Co op,6.99,False,Mostly Positive,70,2014,1,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Shared/Split Screen,6.99,False,Mostly Positive,70,2014,17,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Steam Achievements,6.99,False,Mostly Positive,70,2014,19,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Partial Controller Support,6.99,False,Mostly Positive,70,2014,16,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Stats,6.99,False,Mostly Positive,70,2014,18,3,6.0
Indie,Vertical Drop Heroes HD,2014-07-25, Steam Leaderboards,6.99,False,Mostly Positive,70,2014,21,3,6.0
Adventure,The Room,2014-07-28,Single player,4.99,False,Overwhelmingly Positive,73,2014,32,1,8.0
Adventure,The Room,2014-07-28, Steam Achievements,4.99,False,Overwhelmingly Positive,73,2014,19,1,8.0
Adventure,The Room,2014-07-28, Steam Trading Cards,4.99,False,Overwhelmingly Positive,73,2014,22,1,8.0
Adventure,The Room,2014-07-28, Steam Cloud,4.99,False,Overwhelmingly Positive,73,2014,20,1,8.0
Indie,The Room,2014-07-28,Single player,4.99,False,Overwhelmingly Positive,73,2014,32,3,8.0
Indie,The Room,2014-07-28, Steam Achievements,4.99,False,Overwhelmingly Positive,73,2014,19,3,8.0
Indie,The Room,2014-07-28, Steam Trading Cards,4.99,False,Overwhelmingly Positive,73,2014,22,3,8.0
Indie,The Room,2014-07-28, Steam Cloud,4.99,False,Overwhelmingly Positive,73,2014,20,3,8.0
RPG,The Legend of Heroes: Trails in the Sky,2014-07-29,Single player,19.99,False,Very Positive,85,2014,32,4,7.0
RPG,The Legend of Heroes: Trails in the Sky,2014-07-29, Steam Achievements,19.99,False,Very Positive,85,2014,19,4,7.0
RPG,The Legend of Heroes: Trails in the Sky,2014-07-29, Steam Trading Cards,19.99,False,Very Positive,85,2014,22,4,7.0
RPG,The Legend of Heroes: Trails in the Sky,2014-07-29, Partial Controller Support,19.99,False,Very Positive,85,2014,16,4,7.0
RPG,The Legend of Heroes: Trails in the Sky,2014-07-29, Steam Cloud,19.99,False,Very Positive,85,2014,20,4,7.0
Action,Sacred 3,2014-08-05,Single player,14.99,False,Mostly Negative,57,2014,32,0,3.0
Action,Sacred 3,2014-08-05, Multi player,14.99,False,Mostly Negative,57,2014,13,0,3.0
Action,Sacred 3,2014-08-05, Co op,14.99,False,Mostly Negative,57,2014,1,0,3.0
Action,Sacred 3,2014-08-05, Shared/Split Screen,14.99,False,Mostly Negative,57,2014,17,0,3.0
Action,Sacred 3,2014-08-05, Steam Achievements,14.99,False,Mostly Negative,57,2014,19,0,3.0
Action,Sacred 3,2014-08-05, Full controller support,14.99,False,Mostly Negative,57,2014,5,0,3.0
Action,Sacred 3,2014-08-05, Steam Trading Cards,14.99,False,Mostly Negative,57,2014,22,0,3.0
Action,Sacred 3,2014-08-05, Captions available,14.99,False,Mostly Negative,57,2014,0,0,3.0
Action,Sacred 3,2014-08-05, Steam Cloud,14.99,False,Mostly Negative,57,2014,20,0,3.0
RPG,Sacred 3,2014-08-05,Single player,14.99,False,Mostly Negative,57,2014,32,4,3.0
RPG,Sacred 3,2014-08-05, Multi player,14.99,False,Mostly Negative,57,2014,13,4,3.0
RPG,Sacred 3,2014-08-05, Co op,14.99,False,Mostly Negative,57,2014,1,4,3.0
RPG,Sacred 3,2014-08-05, Shared/Split Screen,14.99,False,Mostly Negative,57,2014,17,4,3.0
RPG,Sacred 3,2014-08-05, Steam Achievements,14.99,False,Mostly Negative,57,2014,19,4,3.0
RPG,Sacred 3,2014-08-05, Full controller support,14.99,False,Mostly Negative,57,2014,5,4,3.0
RPG,Sacred 3,2014-08-05, Steam Trading Cards,14.99,False,Mostly Negative,57,2014,22,4,3.0
RPG,Sacred 3,2014-08-05, Captions available,14.99,False,Mostly Negative,57,2014,0,4,3.0
RPG,Sacred 3,2014-08-05, Steam Cloud,14.99,False,Mostly Negative,57,2014,20,4,3.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05,Single player,2.99,False,Positive,78,2014,32,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Multi player,2.99,False,Positive,78,2014,13,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Downloadable Content,2.99,False,Positive,78,2014,4,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Achievements,2.99,False,Positive,78,2014,19,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Full controller support,2.99,False,Positive,78,2014,5,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Trading Cards,2.99,False,Positive,78,2014,22,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Cloud,2.99,False,Positive,78,2014,20,5,5.0
Racing,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Leaderboards,2.99,False,Positive,78,2014,21,5,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05,Single player,2.99,False,Positive,78,2014,32,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Multi player,2.99,False,Positive,78,2014,13,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Downloadable Content,2.99,False,Positive,78,2014,4,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Achievements,2.99,False,Positive,78,2014,19,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Full controller support,2.99,False,Positive,78,2014,5,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Trading Cards,2.99,False,Positive,78,2014,22,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Cloud,2.99,False,Positive,78,2014,20,7,5.0
Sports,GRID Autosport - Coupé Style Pack,2014-08-05, Steam Leaderboards,2.99,False,Positive,78,2014,21,7,5.0
Indie,Road Not Taken,2014-08-05,Single player,14.99,False,Very Positive,75,2014,32,3,7.0
Indie,Road Not Taken,2014-08-05, Steam Achievements,14.99,False,Very Positive,75,2014,19,3,7.0
Indie,Road Not Taken,2014-08-05, Full controller support,14.99,False,Very Positive,75,2014,5,3,7.0
Indie,Road Not Taken,2014-08-05, Steam Trading Cards,14.99,False,Very Positive,75,2014,22,3,7.0
Indie,Road Not Taken,2014-08-05, Partial Controller Support,14.99,False,Very Positive,75,2014,16,3,7.0
Indie,Road Not Taken,2014-08-05, Steam Cloud,14.99,False,Very Positive,75,2014,20,3,7.0
Indie,Road Not Taken,2014-08-05, Stats,14.99,False,Very Positive,75,2014,18,3,7.0
Indie,Road Not Taken,2014-08-05, Steam Leaderboards,14.99,False,Very Positive,75,2014,21,3,7.0
Action,Orbital Gear,2014-08-07,Single player,9.99,False,Very Positive,59,2014,32,0,7.0
Action,Orbital Gear,2014-08-07, Multi player,9.99,False,Very Positive,59,2014,13,0,7.0
Action,Orbital Gear,2014-08-07, Shared/Split Screen,9.99,False,Very Positive,59,2014,17,0,7.0
Action,Orbital Gear,2014-08-07, Cross Platform Multiplayer,9.99,False,Very Positive,59,2014,3,0,7.0
Action,Orbital Gear,2014-08-07, Steam Achievements,9.99,False,Very Positive,59,2014,19,0,7.0
Action,Orbital Gear,2014-08-07, Full controller support,9.99,False,Very Positive,59,2014,5,0,7.0
Action,Orbital Gear,2014-08-07, Steam Trading Cards,9.99,False,Very Positive,59,2014,22,0,7.0
Action,Orbital Gear,2014-08-07, Stats,9.99,False,Very Positive,59,2014,18,0,7.0
Action,Orbital Gear,2014-08-07, Steam Leaderboards,9.99,False,Very Positive,59,2014,21,0,7.0
Indie,Orbital Gear,2014-08-07,Single player,9.99,False,Very Positive,59,2014,32,3,7.0
Indie,Orbital Gear,2014-08-07, Multi player,9.99,False,Very Positive,59,2014,13,3,7.0
Indie,Orbital Gear,2014-08-07, Shared/Split Screen,9.99,False,Very Positive,59,2014,17,3,7.0
Indie,Orbital Gear,2014-08-07, Cross Platform Multiplayer,9.99,False,Very Positive,59,2014,3,3,7.0
Indie,Orbital Gear,2014-08-07, Steam Achievements,9.99,False,Very Positive,59,2014,19,3,7.0
Indie,Orbital Gear,2014-08-07, Full controller support,9.99,False,Very Positive,59,2014,5,3,7.0
Indie,Orbital Gear,2014-08-07, Steam Trading Cards,9.99,False,Very Positive,59,2014,22,3,7.0
Indie,Orbital Gear,2014-08-07, Stats,9.99,False,Very Positive,59,2014,18,3,7.0
Indie,Orbital Gear,2014-08-07, Steam Leaderboards,9.99,False,Very Positive,59,2014,21,3,7.0
Simulation,Orbital Gear,2014-08-07,Single player,9.99,False,Very Positive,59,2014,32,6,7.0
Simulation,Orbital Gear,2014-08-07, Multi player,9.99,False,Very Positive,59,2014,13,6,7.0
Simulation,Orbital Gear,2014-08-07, Shared/Split Screen,9.99,False,Very Positive,59,2014,17,6,7.0
Simulation,Orbital Gear,2014-08-07, Cross Platform Multiplayer,9.99,False,Very Positive,59,2014,3,6,7.0
Simulation,Orbital Gear,2014-08-07, Steam Achievements,9.99,False,Very Positive,59,2014,19,6,7.0
Simulation,Orbital Gear,2014-08-07, Full controller support,9.99,False,Very Positive,59,2014,5,6,7.0
Simulation,Orbital Gear,2014-08-07, Steam Trading Cards,9.99,False,Very Positive,59,2014,22,6,7.0
Simulation,Orbital Gear,2014-08-07, Stats,9.99,False,Very Positive,59,2014,18,6,7.0
Simulation,Orbital Gear,2014-08-07, Steam Leaderboards,9.99,False,Very Positive,59,2014,21,6,7.0
Action,Echelon: Wind Warriors,2004-02-03,Single player,3.99,False,Mostly Positive,63,2004,32,0,6.0
Action,Echelon: Wind Warriors,2004-02-03, Steam Trading Cards,3.99,False,Mostly Positive,63,2004,22,0,6.0
Simulation,Echelon: Wind Warriors,2004-02-03,Single player,3.99,False,Mostly Positive,63,2004,32,6,6.0
Simulation,Echelon: Wind Warriors,2004-02-03, Steam Trading Cards,3.99,False,Mostly Positive,63,2004,22,6,6.0
Action,Mega Coin Squad,2014-08-15,Single player,14.99,False,Very Positive,56,2014,32,0,7.0
Action,Mega Coin Squad,2014-08-15, Steam Achievements,14.99,False,Very Positive,56,2014,19,0,7.0
Action,Mega Coin Squad,2014-08-15, Full controller support,14.99,False,Very Positive,56,2014,5,0,7.0
Action,Mega Coin Squad,2014-08-15, Steam Trading Cards,14.99,False,Very Positive,56,2014,22,0,7.0
Action,Mega Coin Squad,2014-08-15, Stats,14.99,False,Very Positive,56,2014,18,0,7.0
Indie,Mega Coin Squad,2014-08-15,Single player,14.99,False,Very Positive,56,2014,32,3,7.0
Indie,Mega Coin Squad,2014-08-15, Steam Achievements,14.99,False,Very Positive,56,2014,19,3,7.0
Indie,Mega Coin Squad,2014-08-15, Full controller support,14.99,False,Very Positive,56,2014,5,3,7.0
Indie,Mega Coin Squad,2014-08-15, Steam Trading Cards,14.99,False,Very Positive,56,2014,22,3,7.0
Indie,Mega Coin Squad,2014-08-15, Stats,14.99,False,Very Positive,56,2014,18,3,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21,Single player,14.99,False,Very Positive,80,2014,32,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Shared/Split Screen,14.99,False,Very Positive,80,2014,17,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Achievements,14.99,False,Very Positive,80,2014,19,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Full controller support,14.99,False,Very Positive,80,2014,5,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Trading Cards,14.99,False,Very Positive,80,2014,22,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Workshop,14.99,False,Very Positive,80,2014,24,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Cloud,14.99,False,Very Positive,80,2014,20,0,7.0
Action,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Leaderboards,14.99,False,Very Positive,80,2014,21,0,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21,Single player,14.99,False,Very Positive,80,2014,32,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Shared/Split Screen,14.99,False,Very Positive,80,2014,17,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Achievements,14.99,False,Very Positive,80,2014,19,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Full controller support,14.99,False,Very Positive,80,2014,5,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Trading Cards,14.99,False,Very Positive,80,2014,22,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Workshop,14.99,False,Very Positive,80,2014,24,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Cloud,14.99,False,Very Positive,80,2014,20,1,7.0
Adventure,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Leaderboards,14.99,False,Very Positive,80,2014,21,1,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21,Single player,14.99,False,Very Positive,80,2014,32,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Shared/Split Screen,14.99,False,Very Positive,80,2014,17,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Achievements,14.99,False,Very Positive,80,2014,19,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Full controller support,14.99,False,Very Positive,80,2014,5,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Trading Cards,14.99,False,Very Positive,80,2014,22,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Workshop,14.99,False,Very Positive,80,2014,24,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Cloud,14.99,False,Very Positive,80,2014,20,3,7.0
Indie,Guacamelee! Super Turbo Championship Edition,2014-08-21, Steam Leaderboards,14.99,False,Very Positive,80,2014,21,3,7.0
Adventure,Shadowgate (2014),2014-08-21,Single player,14.99,False,Very Positive,68,2014,32,1,7.0
Adventure,Shadowgate (2014),2014-08-21, Steam Achievements,14.99,False,Very Positive,68,2014,19,1,7.0
Adventure,Shadowgate (2014),2014-08-21, Steam Trading Cards,14.99,False,Very Positive,68,2014,22,1,7.0
Indie,Shadowgate (2014),2014-08-21,Single player,14.99,False,Very Positive,68,2014,32,3,7.0
Indie,Shadowgate (2014),2014-08-21, Steam Achievements,14.99,False,Very Positive,68,2014,19,3,7.0
Indie,Shadowgate (2014),2014-08-21, Steam Trading Cards,14.99,False,Very Positive,68,2014,22,3,7.0
Adventure,Curse: The Eye of Isis,2003-10-24,Single player,2.99,False,Mostly Positive,63,2003,32,1,6.0
Action,Super Time Force Ultra,2014-08-25,Single player,14.99,False,Very Positive,80,2014,32,0,7.0
Action,Super Time Force Ultra,2014-08-25, Steam Achievements,14.99,False,Very Positive,80,2014,19,0,7.0
Action,Super Time Force Ultra,2014-08-25, Full controller support,14.99,False,Very Positive,80,2014,5,0,7.0
Action,Super Time Force Ultra,2014-08-25, Steam Trading Cards,14.99,False,Very Positive,80,2014,22,0,7.0
Action,Super Time Force Ultra,2014-08-25, Steam Leaderboards,14.99,False,Very Positive,80,2014,21,0,7.0
Indie,Super Time Force Ultra,2014-08-25,Single player,14.99,False,Very Positive,80,2014,32,3,7.0
Indie,Super Time Force Ultra,2014-08-25, Steam Achievements,14.99,False,Very Positive,80,2014,19,3,7.0
Indie,Super Time Force Ultra,2014-08-25, Full controller support,14.99,False,Very Positive,80,2014,5,3,7.0
Indie,Super Time Force Ultra,2014-08-25, Steam Trading Cards,14.99,False,Very Positive,80,2014,22,3,7.0
Indie,Super Time Force Ultra,2014-08-25, Steam Leaderboards,14.99,False,Very Positive,80,2014,21,3,7.0
Adventure,The Journey Down: Chapter Two,2014-08-25,Single player,19.99,False,Very Positive,78,2014,32,1,7.0
Adventure,The Journey Down: Chapter Two,2014-08-25, Steam Trading Cards,19.99,False,Very Positive,78,2014,22,1,7.0
Indie,The Journey Down: Chapter Two,2014-08-25,Single player,19.99,False,Very Positive,78,2014,32,3,7.0
Indie,The Journey Down: Chapter Two,2014-08-25, Steam Trading Cards,19.99,False,Very Positive,78,2014,22,3,7.0
Action,Metro: Last Light Redux,2014-08-25,Single player,19.99,False,Very Positive,76,2014,32,0,7.0
Action,Metro: Last Light Redux,2014-08-25, Steam Achievements,19.99,False,Very Positive,76,2014,19,0,7.0
Action,Metro: Last Light Redux,2014-08-25, Full controller support,19.99,False,Very Positive,76,2014,5,0,7.0
Action,Metro: Last Light Redux,2014-08-25, Steam Trading Cards,19.99,False,Very Positive,76,2014,22,0,7.0
Action,Metro: Last Light Redux,2014-08-25, Steam Cloud,19.99,False,Very Positive,76,2014,20,0,7.0
Action,Lichdom: Battlemage,2014-08-26,Single player,39.99,False,Mixed,69,2014,32,0,4.0
Action,Lichdom: Battlemage,2014-08-26, Steam Achievements,39.99,False,Mixed,69,2014,19,0,4.0
Action,Lichdom: Battlemage,2014-08-26, Full controller support,39.99,False,Mixed,69,2014,5,0,4.0
Action,Lichdom: Battlemage,2014-08-26, Steam Trading Cards,39.99,False,Mixed,69,2014,22,0,4.0
Action,Lichdom: Battlemage,2014-08-26, Steam Cloud,39.99,False,Mixed,69,2014,20,0,4.0
Indie,Lichdom: Battlemage,2014-08-26,Single player,39.99,False,Mixed,69,2014,32,3,4.0
Indie,Lichdom: Battlemage,2014-08-26, Steam Achievements,39.99,False,Mixed,69,2014,19,3,4.0
Indie,Lichdom: Battlemage,2014-08-26, Full controller support,39.99,False,Mixed,69,2014,5,3,4.0
Indie,Lichdom: Battlemage,2014-08-26, Steam Trading Cards,39.99,False,Mixed,69,2014,22,3,4.0
Indie,Lichdom: Battlemage,2014-08-26, Steam Cloud,39.99,False,Mixed,69,2014,20,3,4.0
RPG,Lichdom: Battlemage,2014-08-26,Single player,39.99,False,Mixed,69,2014,32,4,4.0
RPG,Lichdom: Battlemage,2014-08-26, Steam Achievements,39.99,False,Mixed,69,2014,19,4,4.0
RPG,Lichdom: Battlemage,2014-08-26, Full controller support,39.99,False,Mixed,69,2014,5,4,4.0
RPG,Lichdom: Battlemage,2014-08-26, Steam Trading Cards,39.99,False,Mixed,69,2014,22,4,4.0
RPG,Lichdom: Battlemage,2014-08-26, Steam Cloud,39.99,False,Mixed,69,2014,20,4,4.0
Action,How to Survive,2013-10-23,Single player,14.99,False,Very Positive,60,2013,32,0,7.0
Action,How to Survive,2013-10-23, Multi player,14.99,False,Very Positive,60,2013,13,0,7.0
Action,How to Survive,2013-10-23, Co op,14.99,False,Very Positive,60,2013,1,0,7.0
Action,How to Survive,2013-10-23, Shared/Split Screen,14.99,False,Very Positive,60,2013,17,0,7.0
Action,How to Survive,2013-10-23, Steam Achievements,14.99,False,Very Positive,60,2013,19,0,7.0
Action,How to Survive,2013-10-23, Full controller support,14.99,False,Very Positive,60,2013,5,0,7.0
Action,How to Survive,2013-10-23, Steam Trading Cards,14.99,False,Very Positive,60,2013,22,0,7.0
Action,How to Survive,2013-10-23, Steam Cloud,14.99,False,Very Positive,60,2013,20,0,7.0
Action,How to Survive,2013-10-23, Steam Leaderboards,14.99,False,Very Positive,60,2013,21,0,7.0
Adventure,How to Survive,2013-10-23,Single player,14.99,False,Very Positive,60,2013,32,1,7.0
Adventure,How to Survive,2013-10-23, Multi player,14.99,False,Very Positive,60,2013,13,1,7.0
Adventure,How to Survive,2013-10-23, Co op,14.99,False,Very Positive,60,2013,1,1,7.0
Adventure,How to Survive,2013-10-23, Shared/Split Screen,14.99,False,Very Positive,60,2013,17,1,7.0
Adventure,How to Survive,2013-10-23, Steam Achievements,14.99,False,Very Positive,60,2013,19,1,7.0
Adventure,How to Survive,2013-10-23, Full controller support,14.99,False,Very Positive,60,2013,5,1,7.0
Adventure,How to Survive,2013-10-23, Steam Trading Cards,14.99,False,Very Positive,60,2013,22,1,7.0
Adventure,How to Survive,2013-10-23, Steam Cloud,14.99,False,Very Positive,60,2013,20,1,7.0
Adventure,How to Survive,2013-10-23, Steam Leaderboards,14.99,False,Very Positive,60,2013,21,1,7.0
RPG,How to Survive,2013-10-23,Single player,14.99,False,Very Positive,60,2013,32,4,7.0
RPG,How to Survive,2013-10-23, Multi player,14.99,False,Very Positive,60,2013,13,4,7.0
RPG,How to Survive,2013-10-23, Co op,14.99,False,Very Positive,60,2013,1,4,7.0
RPG,How to Survive,2013-10-23, Shared/Split Screen,14.99,False,Very Positive,60,2013,17,4,7.0
RPG,How to Survive,2013-10-23, Steam Achievements,14.99,False,Very Positive,60,2013,19,4,7.0
RPG,How to Survive,2013-10-23, Full controller support,14.99,False,Very Positive,60,2013,5,4,7.0
RPG,How to Survive,2013-10-23, Steam Trading Cards,14.99,False,Very Positive,60,2013,22,4,7.0
RPG,How to Survive,2013-10-23, Steam Cloud,14.99,False,Very Positive,60,2013,20,4,7.0
RPG,How to Survive,2013-10-23, Steam Leaderboards,14.99,False,Very Positive,60,2013,21,4,7.0
Action,GoD Factory: Wingmen,2014-08-29,Multi player,19.99,False,Mixed,76,2014,29,0,4.0
Action,GoD Factory: Wingmen,2014-08-29, Steam Achievements,19.99,False,Mixed,76,2014,19,0,4.0
Action,GoD Factory: Wingmen,2014-08-29, Steam Trading Cards,19.99,False,Mixed,76,2014,22,0,4.0
Action,GoD Factory: Wingmen,2014-08-29, Partial Controller Support,19.99,False,Mixed,76,2014,16,0,4.0
Indie,GoD Factory: Wingmen,2014-08-29,Multi player,19.99,False,Mixed,76,2014,29,3,4.0
Indie,GoD Factory: Wingmen,2014-08-29, Steam Achievements,19.99,False,Mixed,76,2014,19,3,4.0
Indie,GoD Factory: Wingmen,2014-08-29, Steam Trading Cards,19.99,False,Mixed,76,2014,22,3,4.0
Indie,GoD Factory: Wingmen,2014-08-29, Partial Controller Support,19.99,False,Mixed,76,2014,16,3,4.0
Simulation,GoD Factory: Wingmen,2014-08-29,Multi player,19.99,False,Mixed,76,2014,29,6,4.0
Simulation,GoD Factory: Wingmen,2014-08-29, Steam Achievements,19.99,False,Mixed,76,2014,19,6,4.0
Simulation,GoD Factory: Wingmen,2014-08-29, Steam Trading Cards,19.99,False,Mixed,76,2014,22,6,4.0
Simulation,GoD Factory: Wingmen,2014-08-29, Partial Controller Support,19.99,False,Mixed,76,2014,16,6,4.0
Strategy,GoD Factory: Wingmen,2014-08-29,Multi player,19.99,False,Mixed,76,2014,29,8,4.0
Strategy,GoD Factory: Wingmen,2014-08-29, Steam Achievements,19.99,False,Mixed,76,2014,19,8,4.0
Strategy,GoD Factory: Wingmen,2014-08-29, Steam Trading Cards,19.99,False,Mixed,76,2014,22,8,4.0
Strategy,GoD Factory: Wingmen,2014-08-29, Partial Controller Support,19.99,False,Mixed,76,2014,16,8,4.0
Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-15,Single player,29.99,False,Very Positive,61,2014,32,0,7.0
Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-15, Multi player,29.99,False,Very Positive,61,2014,13,0,7.0
Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-15, Steam Achievements,29.99,False,Very Positive,61,2014,19,0,7.0
